Event Id,Event Date,Location,Country,Airport Name,Injury Severity,Aircraft damage,Aircraft Category,Make,Model,Amateur Built,Number of Engines,Engine Type,Purpose of flight,Air carrier,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured,Weather Condition,Broad phase of flight,City,State,Year,Month,Day,Number of Passengers,Survival rate
20110722X41551,2011-07-20,"Columbia, MO",United States,Columbia Regional Airport,Non-Fatal,Substantial,Airplane,Cessna,T210L,No,1.0,Reciprocating,Business,Atlatl LLC,0.0,0.0,0.0,1.0,VMC,,Columbia, MO,2011,7,20,1.0,1.0
20110807X03612,2011-08-07,"Coalinga, CA",United States,Harris Ranch,Non-Fatal,Substantial,Airplane,Siai Marchetti,F.260,No,1.0,Reciprocating,Business,Attitude Aviation,0.0,4.0,0.0,0.0,VMC,,Coalinga, CA,2011,8,7,4.0,1.0
20110815X40827,2011-08-13,"Coldfoot, AK",United States,,Non-Fatal,Substantial,Airplane,Piper,PA-18-135,No,1.0,Reciprocating,Business,"Scenic Mountain Air, Inc.",0.0,1.0,0.0,0.0,VMC,,Coldfoot, AK,2011,8,13,1.0,1.0
20110822X25654,2011-08-20,"Igiugig, AK",United States,,Non-Fatal,Substantial,Airplane,Cessna,180A,No,1.0,Reciprocating,Business,WAITMAN BRADLEY J,0.0,0.0,0.0,4.0,VMC,,Igiugig, AK,2011,8,20,4.0,1.0
20110830X45215,2011-08-30,"Cape Yakataga, AK",United States,Tsiu Lodge Strip,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,No,1.0,Reciprocating,Business,FEJES GUIDE SERVICE LTD,0.0,0.0,0.0,2.0,VMC,,Cape Yakataga, AK,2011,8,30,2.0,1.0
20110908X35846,2011-09-08,"West Liberty, OH",United States,Bellefontaine Regional Airport,Fatal,Substantial,Airplane,Cirrus,SR22,No,1.0,Reciprocating,Business,Jeffrey S. Watson,1.0,0.0,0.0,0.0,IMC,,West Liberty, OH,2011,9,8,1.0,0.0
20111021X85131,2011-10-21,"Paso Robles, CA",United States,Paso Robles Municipal Airport,Non-Fatal,Substantial,Airplane,Piper,PA46R,No,1.0,Reciprocating,Business,,0.0,1.0,0.0,0.0,IMC,,Paso Robles, CA,2011,10,21,1.0,1.0
20111103X34623,2011-11-03,"Key West, FL",United States,Key West International,Non-Fatal,Minor,Airplane,Cessna,550,No,2.0,Turbo Fan,Business,South Aviation,0.0,0.0,0.0,5.0,VMC,,Key West, FL,2011,11,3,5.0,1.0
20111117X91407,2011-11-17,"Ulysses, PA",United States,,Non-Fatal,Substantial,Airplane,Beech,95-C55,No,2.0,Reciprocating,Business,EKL LEASING CORPORATION,0.0,0.0,4.0,0.0,IMC,,Ulysses, PA,2011,11,17,4.0,1.0
20111123X33825,2011-11-10,"College Station, TX",United States,,Non-Fatal,Substantial,Airplane,Beech,95-B55 (T42A),No,2.0,Reciprocating,Business,SOUTH DELTA AVIATION INC,0.0,2.0,0.0,0.0,VMC,,College Station, TX,2011,11,10,2.0,1.0
20111214X15942,2011-12-13,"Friday Harbor, WA",United States,,Non-Fatal,Substantial,Airplane,Piper,PA-22,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,1.0,VMC,,Friday Harbor, WA,2011,12,13,1.0,1.0
20111215X31833,2011-12-15,"Phoenix, AZ",United States,Scottsdale,Fatal,Substantial,Airplane,Cirrus,SR22,No,1.0,Reciprocating,Business,FRANK M SMITH & ASSOCIATES INC,1.0,0.0,1.0,0.0,VMC,,Phoenix, AZ,2011,12,15,2.0,0.5
20111216X20841,2011-12-16,"Cheyenne, WY",United States,Cheyenne Regional,Non-Fatal,Substantial,Airplane,Beech,J35,No,1.0,Reciprocating,Business,BECKER LAWRENCE D,0.0,0.0,0.0,1.0,VMC,,Cheyenne, WY,2011,12,16,1.0,1.0
20120217X34147,2012-03-01,"Coolidge, AZ",United States,Coolidge Municipal Airport,Non-Fatal,Substantial,Helicopter,Bell,AH-1F,No,1.0,Turbo Shaft,Business,,0.0,2.0,0.0,0.0,VMC,,Coolidge, AZ,2012,3,1,2.0,1.0
20120228X04141,2012-02-27,"Denver, CO",United States,Front Range Airport,Non-Fatal,Substantial,Airplane,Cessna,R172E,No,1.0,Reciprocating,Business,United States Air Force Peterson Aero Club,0.0,1.0,0.0,0.0,VMC,,Denver, CO,2012,2,27,1.0,1.0
20120316X94235,2012-03-09,"Naknek, AK",United States,,Non-Fatal,Substantial,Airplane,Cessna,U206G,No,1.0,Reciprocating,Business,Egli Air Haul Inc.,0.0,0.0,0.0,2.0,VMC,,Naknek, AK,2012,3,9,2.0,1.0
20120320X90348,2012-03-12,"Southern Timbalier 52CA,",United States,Southern Timbalier 52CA,Non-Fatal,Substantial,Helicopter,Bell,206L-3,No,1.0,Turbo Shaft,Business,CHEVRON USA INC,0.0,0.0,0.0,1.0,VMC,,Southern Timbalier 52Ca,,2012,3,12,1.0,1.0
20120411X30418,2012-04-10,"Iuka, MS",United States,,Non-Fatal,Substantial,Airplane,Piper,PA-28-151,No,1.0,Reciprocating,Business,SIHERB AVIATION CORP,0.0,2.0,0.0,0.0,VMC,,Iuka, MS,2012,4,10,2.0,1.0
20120420X71440,2012-04-17,"Gulf of Mexico, LA",United States,,Non-Fatal,Substantial,Helicopter,Sikorsky,S-76B,No,2.0,Turbo Shaft,Business,RDC MARINE INC,0.0,0.0,0.0,7.0,VMC,,Gulf Of Mexico, LA,2012,4,17,7.0,1.0
20120502X70035,2012-05-02,"Phoenix, AZ",United States,,Non-Fatal,Substantial,Helicopter,Hughes,269C,No,1.0,Reciprocating,Business,Canyon State Aero,0.0,1.0,1.0,0.0,VMC,,Phoenix, AZ,2012,5,2,2.0,1.0
20120518X70641,2012-05-18,"Boulder City, NV",United States,Boulder City Municipal Airport,Fatal,Substantial,Airplane,Aero Vodochody,L-39,No,1.0,Turbo Fan,Business,Mach 1 Aviation,2.0,0.0,0.0,0.0,VMC,,Boulder City, NV,2012,5,18,2.0,0.0
20120711X34221,2012-07-09,"Williston, ND",United States,,Non-Fatal,Substantial,Airplane,Bellanca,7KCAB,No,1.0,Reciprocating,Business,KEMPNER JAMES C,0.0,0.0,0.0,1.0,VMC,,Williston, ND,2012,7,9,1.0,1.0
20120718X75839,2012-06-22,"Metropolis, IL",United States,Metropolis Municipal,Non-Fatal,Substantial,Airplane,Piper,PA-46-310P,No,1.0,Reciprocating,Business,"Ware Resources, LLC",0.0,0.0,0.0,1.0,VMC,,Metropolis, IL,2012,6,22,1.0,1.0
20120718X75927,2012-07-17,"Delano, CA",United States,Delano Municipal,Non-Fatal,Substantial,Airplane,Piper,PA-46,No,1.0,Turbo Prop,Business,,0.0,0.0,0.0,1.0,VMC,,Delano, CA,2012,7,17,1.0,1.0
20120720X90330,2012-07-20,"Circle, AK",United States,,Non-Fatal,Substantial,Helicopter,Bell,206L-3,No,1.0,Turbo Shaft,Business,BRISTOW ALASKA INC,0.0,0.0,0.0,4.0,VMC,,Circle, AK,2012,7,20,4.0,1.0
20120723X43615,2012-07-22,"Pickens, SC",United States,Pickens County Airport,Non-Fatal,Substantial,Airplane,Cirrus,SR-22,No,1.0,Reciprocating,Business,CAIR LLC,0.0,0.0,0.0,4.0,VMC,,Pickens, SC,2012,7,22,4.0,1.0
20120802X92317,2012-08-01,"Holly Lake Ranch, TX",United States,Holly Lake Ranch Airport,Non-Fatal,Substantial,Airplane,Beech,H35,No,1.0,Reciprocating,Business,,0.0,0.0,1.0,0.0,VMC,,Holly Lake Ranch, TX,2012,8,1,1.0,1.0
20120804X25204,2012-08-04,"Imperial, NE",United States,,Fatal,Substantial,Airplane,Bellanca,7GCBC,No,1.0,Reciprocating,Business,,1.0,0.0,0.0,0.0,VMC,,Imperial, NE,2012,8,4,1.0,0.0
20120815X90528,2012-08-15,"Clifton Park, NY",United States,Albany International,Fatal,Substantial,Airplane,Beech,A36TC,No,1.0,Reciprocating,Business,,2.0,0.0,0.0,0.0,VMC,,Clifton Park, NY,2012,8,15,2.0,0.0
20120817X01208,2012-08-17,"Holton, KS",United States,,Non-Fatal,Substantial,Airplane,Piper,PA-24-260,No,1.0,Reciprocating,Business,David F. Osborne,0.0,1.0,2.0,0.0,VMC,,Holton, KS,2012,8,17,3.0,1.0
20120905X22200,2012-09-05,"Fort Worth, TX",United States,Fort Worth Spinks Airport,Non-Fatal,Substantial,Airplane,Cessna,421B,No,2.0,Reciprocating,Business,CAMPBELL JOHN,0.0,0.0,2.0,0.0,VMC,,Fort Worth, TX,2012,9,5,2.0,1.0
20120915X43730,2012-09-15,"West Windsor, NJ",United States,,Fatal,Substantial,Helicopter,Aerospatiale,AS 355F1,No,2.0,Turbo Shaft,Business,Analar Corporation,1.0,0.0,0.0,0.0,VMC,,West Windsor, NJ,2012,9,15,1.0,0.0
20121001X80238,2012-10-01,"Port Lions, AK",United States,Shotgun Lake,Non-Fatal,Substantial,Airplane,Cessna,182A,No,1.0,Reciprocating,Business,BLAKESLEE MARK C,0.0,0.0,0.0,2.0,VMC,,Port Lions, AK,2012,10,1,2.0,1.0
20121003X24635,2012-10-03,"Gary, IN",United States,Gary/Chicago Int'l Arp,Fatal,Substantial,Airplane,Cirrus,SR22,No,1.0,Reciprocating,Business,GANDY AIR LLC,2.0,0.0,0.0,0.0,IMC,,Gary, IN,2012,10,3,2.0,0.0
20121005X12006,2012-10-03,"Rockport, WA",United States,Skagit Regional Airport,Non-Fatal,Substantial,Helicopter,Robinson,R22 BETA,No,1.0,Reciprocating,Business,"Glacier Aviation, Inc.",0.0,0.0,0.0,2.0,VMC,,Rockport, WA,2012,10,3,2.0,1.0
20121007X75550,2012-10-02,"Eden Prairie, MN",United States,Flying Cloud,Non-Fatal,Substantial,Airplane,Cirrus,SR20,No,1.0,Reciprocating,Business,Hummingbird Ventures LLC,0.0,0.0,0.0,1.0,VMC,,Eden Prairie, MN,2012,10,2,1.0,1.0
20121015X92424,2012-10-13,"Charlotte Amalie,",United States,Charlotte Amalie,Fatal,Substantial,Airplane,Piper,PA-23-250,No,2.0,Reciprocating,Business,Rainbow International Airlines,3.0,0.0,1.0,0.0,VMC,,Charlotte Amalie,,2012,10,13,4.0,0.25
20121016X75112,2012-10-15,"Willow, AK",United States,,Fatal,Destroyed,Airplane,Grumman  craft Eng,C-1A,No,2.0,Reciprocating,Business,"Fuel Services, LLC",1.0,0.0,0.0,0.0,VMC,,Willow, AK,2012,10,15,1.0,0.0
20121019X34838,2012-10-17,"Wausau, WI",United States,Wausau Downtown Airport,Non-Fatal,Substantial,Airplane,Beech,A36,No,1.0,Reciprocating,Business,,0.0,0.0,1.0,0.0,IMC,,Wausau, WI,2012,10,17,1.0,1.0
20121027X02310,2012-10-27,"Lake Havasu, AZ",United States,,Non-Fatal,Substantial,Helicopter,Robinson,R22 MARINER,No,1.0,Reciprocating,Business,N2627M LLC,0.0,2.0,0.0,0.0,VMC,,Lake Havasu, AZ,2012,10,27,2.0,1.0
20121109X12955,2012-11-09,"La Grange, TX",United States,Fayette Regl Air Center Airpor,Non-Fatal,Substantial,Airplane,Cessna,210L,No,1.0,Reciprocating,Business,,0.0,3.0,0.0,0.0,VMC,,La Grange, TX,2012,11,9,3.0,1.0
20121117X02558,2012-11-17,"White Plains, NY",United States,Westchester County Airport,Non-Fatal,Substantial,Airplane,Beech,35B33,No,1.0,Reciprocating,Business,,0.0,1.0,0.0,0.0,VMC,,White Plains, NY,2012,11,17,1.0,1.0
20121127X24828,2012-11-27,"Wells, TX",United States,,Fatal,Substantial,Airplane,Cessna,421C,No,2.0,Reciprocating,Business,,1.0,0.0,0.0,0.0,IMC,,Wells, TX,2012,11,27,1.0,0.0
20121207X91829,2012-12-07,"Roosevelt Lake, AZ",United States,Scottsdale Airport,Non-Fatal,Substantial,Helicopter,Robinson,R44 II,No,1.0,Reciprocating,Business,Blue Sky Helicopters,0.0,2.0,1.0,0.0,VMC,,Roosevelt Lake, AZ,2012,12,7,3.0,1.0
20121211X41020,2012-12-11,"Lake Park, GA",United States,Valdosta Regional Airport,Fatal,Substantial,Airplane,Diamond  craft Ind,DA 40,No,1.0,Reciprocating,Business,,1.0,0.0,0.0,0.0,VMC,,Lake Park, GA,2012,12,11,1.0,0.0
20121219X15826,2012-12-19,"Libby, MT",United States,Libby,Fatal,Destroyed,Airplane,Beech,B100,No,2.0,Turbo Prop,Business,STINGER WELDING INC,2.0,0.0,0.0,0.0,VMC,,Libby, MT,2012,12,19,2.0,0.0
20130111X25405,2013-01-11,"Maxwell, NE",United States,NORTH PLATTE RGNL AIRPORT,Fatal,Destroyed,Airplane,Raytheon  craft,58,No,2.0,Reciprocating,Business,BOTTORFF CONSTRUCTION INC,4.0,0.0,0.0,0.0,IMC,,Maxwell, NE,2013,1,11,4.0,0.0
20130204X05610,2013-02-01,"College Station, TX",United States,Easterwood Field Airport,Non-Fatal,Substantial,Airplane,Cirrus     oration,SR22,No,1.0,Reciprocating,Business,Cirrus Aircraft Corporation,0.0,1.0,0.0,2.0,VMC,,College Station, TX,2013,2,1,3.0,1.0
20130206X33419,2013-02-05,"Kalskag, AK",United States,Kalskag,Non-Fatal,Substantial,Airplane,Cessna,172N,No,1.0,Reciprocating,Business,,0.0,2.0,1.0,0.0,IMC,,Kalskag, AK,2013,2,5,3.0,1.0
20130211X13953,2013-02-06,"Tulsa, OK",United States,Tulsa International Airport,Non-Fatal,Substantial,Helicopter,Robinson,R44 II,No,1.0,Reciprocating,Business,CRUMPTON AVIATION LLC,0.0,0.0,0.0,1.0,VMC,,Tulsa, OK,2013,2,6,1.0,1.0
20130214X61121,2013-02-14,"Abilene, TX",United States,,Non-Fatal,Substantial,Airplane,Beech,A60,No,2.0,Reciprocating,Business,FRANK LEROY BELL,0.0,0.0,0.0,1.0,VMC,,Abilene, TX,2013,2,14,1.0,1.0
20130220X23353,2013-02-21,"Parkers Parairie, MN",United States,,Fatal,Substantial,Airplane,Maule,MXT-7-180,No,1.0,Reciprocating,Business,,1.0,0.0,0.0,0.0,VMC,,Parkers Parairie, MN,2013,2,21,1.0,0.0
20130227X35753,2013-02-18,"Valparaiso, FL",United States,Eglin Air Force Base,Non-Fatal,Substantial,Airplane,Cessna,172P,No,1.0,Reciprocating,Business,Eglin AFB Aero Club,0.0,0.0,0.0,4.0,VMC,,Valparaiso, FL,2013,2,18,4.0,1.0
20130317X22700,2013-03-17,"Stafford, VA",United States,Stafford Regional Airport,Non-Fatal,Substantial,Airplane,New Piper  craft,PA32-301FT,No,1.0,Reciprocating,Business,Alberto Toledo,0.0,0.0,2.0,0.0,VMC,,Stafford, VA,2013,3,17,2.0,1.0
20130317X85055,2013-03-17,"South Bend, IN",United States,South Bend Airport,Fatal,Destroyed,Airplane,Hawker Beechcraft   oration,390,No,2.0,Turbo Fan,Business,Digicut Systems,2.0,0.0,2.0,0.0,VMC,,South Bend, IN,2013,3,17,4.0,0.5
20130318X44236,2013-03-11,"Rogers, AR",United States,Rogers Municipal Airport-Carte,Non-Fatal,Substantial,Airplane,Piper,PA 46-350P,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,4.0,IMC,,Rogers, AR,2013,3,11,4.0,1.0
20130320X65919,2013-03-16,"Winsted, MN",United States,WINSTED MUNI,Non-Fatal,Substantial,Airplane,Piper,PA23-250,No,2.0,Reciprocating,Business,Tri-State Drilling,0.0,0.0,0.0,6.0,VMC,,Winsted, MN,2013,3,16,6.0,1.0
20130326X01857,2013-02-13,"Sabinal, TX",United States,,Non-Fatal,Substantial,Airplane,Cessna,T206H,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,1.0,VMC,,Sabinal, TX,2013,2,13,1.0,1.0
20130326X10640,2013-03-24,"Stevens Village, AK",United States,,Non-Fatal,Substantial,Helicopter,Eurocopter,AS350B3,No,1.0,Turbo Shaft,Business,Soloy Helicopters,0.0,0.0,0.0,1.0,VMC,,Stevens Village, AK,2013,3,24,1.0,1.0
20130429X81038,2013-04-26,"Hoxie, KS",United States,,Non-Fatal,Substantial,Airplane,Raytheon  craft,G36,No,1.0,Reciprocating,Business,GARMIN INTERNATIONAL INC,0.0,0.0,0.0,3.0,VMC,,Hoxie, KS,2013,4,26,3.0,1.0
20130510X41006,2013-04-24,"Clearwater, FL",United States,St Petersburg-Clearwater Inter,Non-Fatal,Minor,Airplane,Piaggio,P180,No,2.0,Turbo Prop,Business,AVANTAIR INC,0.0,0.0,0.0,6.0,VMC,,Clearwater, FL,2013,4,24,6.0,1.0
20130515X44256,2013-05-15,"Pine Bluffs, WY",United States,Pine Bluffs Municipal Airport,Non-Fatal,Substantial,Airplane,Cessna,T188C,No,1.0,Reciprocating,Business,Circle S Aviation LLC,0.0,0.0,0.0,1.0,VMC,,Pine Bluffs, WY,2013,5,15,1.0,1.0
20130517X43218,2013-05-09,"Winnie, TX",United States,Chambers County-Winnie Stowell,Non-Fatal,Substantial,Airplane,Tractor,AT-302,No,,Reciprocating,Business,Airborn AG Services,0.0,0.0,0.0,1.0,VMC,,Winnie, TX,2013,5,9,1.0,1.0
20130529X10741,2013-05-23,"Beaumont, TX",United States,Beaumont Municipal Airport,Non-Fatal,Substantial,Airplane,Stinson,108-3,No,1.0,Reciprocating,Business,AIRCAPITAL NEVADA INC,0.0,1.0,0.0,0.0,VMC,,Beaumont, TX,2013,5,23,1.0,1.0
20130613X82747,2013-06-08,"Boulder, CO",United States,,Non-Fatal,Minor,Airplane,Ultramagic Sa,T210,No,1.0,Unknown,Business,FAIR WINDS INC,0.0,2.0,0.0,10.0,VMC,,Boulder, CO,2013,6,8,12.0,1.0
20130617X33740,2013-06-15,"Victoria, TX",United States,Victoria Regional,Non-Fatal,Substantial,Airplane,Aero  mmander,685,No,2.0,Reciprocating,Business,Daniel Nghiem,0.0,0.0,3.0,0.0,VMC,,Victoria, TX,2013,6,15,3.0,1.0
20130624X31512,2013-06-24,"Royal City, WA",United States,,Non-Fatal,Substantial,Helicopter,Bell,206B,No,1.0,Turbo Shaft,Business,Wilbur-Ellis CO,0.0,0.0,1.0,0.0,IMC,,Royal City, WA,2013,6,24,1.0,1.0
20130711X40532,2013-07-05,"Las Vegas, NV",United States,Las Vegas McCarran Intl,Non-Fatal,,Airplane,Gulfstream,GIV - UNDESIGNAT,No,,,Business,,0.0,0.0,0.0,0.0,VMC,,Las Vegas, NV,2013,7,5,0.0,
20130812X51051,2013-08-12,"West Yellowstone, MT",United States,Yellowstone Airport,Fatal,Substantial,Airplane,Beech,E35,No,1.0,Reciprocating,Business,Avery Enterprises Inc,1.0,0.0,1.0,0.0,VMC,,West Yellowstone, MT,2013,8,12,2.0,0.5
20130824X50810,2013-08-16,"Sleetmute, AK",United States,,Non-Fatal,Substantial,Airplane,Cessna,185,No,1.0,Reciprocating,Business,David Henley,0.0,0.0,0.0,4.0,VMC,,Sleetmute, AK,2013,8,16,4.0,1.0
20130827X51843,2013-08-27,"Paris, IL",United States,Edgar County Airport,Fatal,Destroyed,Airplane,Cessna,421C,No,2.0,Turbo Prop,Business,"RSB Aviation, Inc.",1.0,0.0,0.0,0.0,VMC,,Paris, IL,2013,8,27,1.0,0.0
20130918X95121,2013-09-16,"Redmond, OR",United States,Roberts Field,Non-Fatal,Substantial,Airplane,Cessna,180 - B,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,1.0,VMC,,Redmond, OR,2013,9,16,1.0,1.0
20130919X04513,2013-09-19,"Idaho Falls, ID",United States,Idaho Falls,Non-Fatal,Substantial,Airplane,Beech,C90 - A,No,2.0,Turbo Prop,Business,WE FLY LLC,0.0,2.0,1.0,0.0,VMC,,Idaho Falls, ID,2013,9,19,3.0,1.0
20130926X15937,2013-09-23,"Mack, CO",United States,Mack Mesa Airport,Non-Fatal,Substantial,Airplane,Cirrus,SR22,No,1.0,Reciprocating,Business,TRANS MED LLC,0.0,1.0,0.0,2.0,VMC,,Mack, CO,2013,9,23,3.0,1.0
20131018X12721,2013-10-18,"Sedro Woolley, WA",United States,,Non-Fatal,Substantial,Helicopter,Robinson,R44 - II,No,1.0,Reciprocating,Business,Kurt Mayhall,0.0,0.0,0.0,2.0,IMC,,Sedro Woolley, WA,2013,10,18,2.0,1.0
20131018X34254,2013-10-18,"Derby, KS",United States,,Fatal,Destroyed,Airplane,Cessna,500,No,2.0,Turbo Fan,Business,DUFRESNE INC,2.0,0.0,0.0,0.0,VMC,,Derby, KS,2013,10,18,2.0,0.0
20131019X24348,2013-10-18,"Clayton, OK",United States,,Fatal,Substantial,Airplane,Cessna,177,No,1.0,Reciprocating,Business,EAGLE SKY PATROL INC,1.0,0.0,0.0,0.0,VMC,,Clayton, OK,2013,10,18,1.0,0.0
20131023X52555,2013-10-08,"Tallahassee, FL",United States,TALLAHASSEE RGNL,Non-Fatal,Minor,Airplane,Piper,PA 46 350P,No,1.0,Turbo Prop,Business,MUNICIPAL CODE CORP,0.0,0.0,0.0,1.0,VMC,,Tallahassee, FL,2013,10,8,1.0,1.0
20131102X05355,2013-11-01,"Upland, CA",United States,CABLE,Non-Fatal,Substantial,Airplane,Yuneec,YUNEEC,No,1.0,Electric,Business,"Ken Ka Hang, Lau",0.0,0.0,0.0,2.0,VMC,,Upland, CA,2013,11,1,2.0,1.0
20131102X13104,2013-11-02,"Superior, MT",United States,,Non-Fatal,Substantial,Helicopter,Bell,206B,No,1.0,Turbo Shaft,Business,MONTANA AERO INC,0.0,0.0,0.0,1.0,VMC,,Superior, MT,2013,11,2,1.0,1.0
20131210X03136,2013-12-06,"Monticello, UT",United States,,Non-Fatal,Substantial,Helicopter,Mcdonnell Douglas,369E,No,,Turbo Shaft,Business,Drangonfly Aviation LLC,0.0,0.0,0.0,1.0,VMC,,Monticello, UT,2013,12,6,1.0,1.0
20131213X41847,2013-12-12,"Collbran, CO",United States,,Fatal,Substantial,Airplane,Piper,PA 24-250,No,1.0,Reciprocating,Business,,3.0,0.0,0.0,0.0,VMC,,Collbran, CO,2013,12,12,3.0,0.0
20131218X10522,2013-12-18,"Panama City, FL",United States,Sandy Creek Airpark,Fatal,Substantial,Airplane,Raytheon,G36,No,1.0,Reciprocating,Business,GREY AVIATION ADVISORS & SOLUTIONS INC,1.0,0.0,0.0,0.0,VMC,,Panama City, FL,2013,12,18,1.0,0.0
20140106X31044,2014-01-05,"West Delta 109,",United States,West Delta 109,Non-Fatal,Substantial,Helicopter,Bell,430,No,2.0,Turbo Shaft,Business,CHEVRON U S A INC,0.0,0.0,0.0,2.0,VMC,,West Delta 109,,2014,1,5,2.0,1.0
20140121X71107,2014-01-21,"Pell City, AL",United States,Grass Covered Clearing,Non-Fatal,Substantial,Helicopter,Bell,47D1,No,1.0,Reciprocating,Business,MILAM INC,0.0,2.0,0.0,0.0,VMC,,Pell City, AL,2014,1,21,2.0,1.0
20140124X91020,2014-01-23,"Ashland, MO",United States,COLUMBIA RGNL,Non-Fatal,Substantial,Airplane,Cessna,414A,No,2.0,Reciprocating,Business,ALELCO INC,0.0,0.0,0.0,3.0,VMC,,Ashland, MO,2014,1,23,3.0,1.0
20140203X35035,2014-01-31,"Springfield, IL",United States,Abraham Lincoln Capital,Non-Fatal,Substantial,Airplane,Piaggio,P180 - AVANTI II,No,2.0,Turbo Prop,Business,"Mountain Aviation, Inc.",0.0,0.0,0.0,5.0,IMC,,Springfield, IL,2014,1,31,5.0,1.0
20140204X20036,2014-02-04,"Elk City, OK",United States,ELK CITY RGNL BUSINESS,Non-Fatal,Substantial,Airplane,Cessna,525,No,2.0,Turbo Fan,Business,"BRINK CONSTRUCTORS, INC",0.0,0.0,0.0,7.0,IMC,,Elk City, OK,2014,2,4,7.0,1.0
20140414X43958,2014-04-11,"West Chicago, IL",United States,DuPage County Airport,Non-Fatal,Substantial,Airplane,Piper,PA 46-350P,No,1.0,Reciprocating,Business,GENERAL LEASING OF MICHIGAN LLC,0.0,0.0,0.0,2.0,VMC,,West Chicago, IL,2014,4,11,2.0,1.0
20140531X34757,2014-05-31,"Willow, AK",United States,WILLOW SPB,Non-Fatal,Substantial,Airplane,Found Acft Canada,FBA 2C2,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,3.0,VMC,,Willow, AK,2014,5,31,3.0,1.0
20140610X80333,2014-05-05,"Rock Springs, WY",United States,ROCK SPRINGS-SWEETWATER COUNTY,Non-Fatal,Substantial,Airplane,Cessna,T207A,No,1.0,Turbo Prop,Business,AERO-GRAPHICS INC,0.0,0.0,0.0,2.0,VMC,,Rock Springs, WY,2014,5,5,2.0,1.0
20140617X55442,2014-06-16,"Pleasanton, TX",United States,Pleasanton Municipal,Non-Fatal,Substantial,Airplane,Cessna,414,No,2.0,Reciprocating,Business,Ping Ze Aviation LLC,0.0,5.0,0.0,1.0,VMC,,Pleasanton, TX,2014,6,16,6.0,1.0
20140623X35701,2014-05-24,"Dallas, TX",United States,Dallas Executive,Non-Fatal,Substantial,Airplane,Cessna,421A,No,2.0,Reciprocating,Business,AMIGO BANDING SERVICES INC,0.0,0.0,0.0,4.0,VMC,,Dallas, TX,2014,5,24,4.0,1.0
20140626X51345,2014-06-25,"Iliamna, AK",United States,,Non-Fatal,Minor,Airplane,Dehavilland,DHC 2,No,1.0,Reciprocating,Business,RBG BUSH PLANES LLC,0.0,0.0,0.0,1.0,VMC,,Iliamna, AK,2014,6,25,1.0,1.0
20140703X85332,2014-07-02,"Olathe, KS",United States,JOHNSON COUNTY EXECUTIVE,Non-Fatal,Substantial,Helicopter,Robinson,R44,No,1.0,Reciprocating,Business,KC Copters,0.0,0.0,0.0,2.0,VMC,,Olathe, KS,2014,7,2,2.0,1.0
20140715X15139,2014-07-14,"Durango, CO",United States,DURANGO-LA PLATA COUNTY,Non-Fatal,Substantial,Airplane,Mooney  plane,M20TN,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,1.0,VMC,,Durango, CO,2014,7,14,1.0,1.0
20140718X34015,2014-07-17,"Bakersfield, CA",United States,Meadows Field Airport,Non-Fatal,Minor,Airplane,Beech,B100,No,2.0,Turbo Prop,Business,,0.0,0.0,0.0,1.0,VMC,,Bakersfield, CA,2014,7,17,1.0,1.0
20140803X82134,2014-08-02,"Statesville, NC",United States,Statesville Regional,Non-Fatal,Substantial,Airplane,Piper,PA-46-350P,No,1.0,Reciprocating,Business,ETS AVIATION LLC,0.0,2.0,0.0,2.0,IMC,,Statesville, NC,2014,8,2,4.0,1.0
20140804X22623,2014-08-01,"Illiamna, AK",United States,,Non-Fatal,Substantial,Airplane,Dehavilland,BEAVER DHC 2,No,1.0,Reciprocating,Business,KATMAI AIR LLC,0.0,0.0,0.0,7.0,VMC,,Illiamna, AK,2014,8,1,7.0,1.0
20140804X93443,2014-07-31,"Talkeetna, AK",United States,High Lake Lodge,Non-Fatal,Substantial,Airplane,Dehavilland,DHC 2,No,1.0,Reciprocating,Business,Glenn Air Inc.,0.0,0.0,0.0,2.0,VMC,,Talkeetna, AK,2014,7,31,2.0,1.0
20140815X30452,2014-08-14,"Wiggins, MS",United States,,Non-Fatal,Substantial,Airplane,Cessna,T206H,No,1.0,Reciprocating,Business,Jeff Bramblett,0.0,3.0,0.0,0.0,VMC,,Wiggins, MS,2014,8,14,3.0,1.0
20140820X02638,2014-08-20,"Milton, FL",United States,PETER PRINCE FIELD,Non-Fatal,Substantial,Airplane,Raytheon  craft,G36,No,1.0,Reciprocating,Business,John Galdieri,0.0,2.0,0.0,3.0,VMC,,Milton, FL,2014,8,20,5.0,1.0
20140902X80413,2014-09-02,"Willows, CA",United States,WILLOWS-GLENN COUNTY,Non-Fatal,Substantial,Helicopter,Hughes,369D,No,1.0,Turbo Shaft,Business,PJ HELICOPTERS INC,0.0,0.0,1.0,0.0,VMC,,Willows, CA,2014,9,2,1.0,1.0
